ID,Tipo,SKU,"GTIN, UPC, EAN, or ISBN",Nombre,Publicado,¿Está destacado?,Visibilidad en el catálogo,Descripción corta,Descripción,Día en que empieza el precio rebajado,Día en que termina el precio rebajado,Estado del impuesto,Clase de impuesto,¿En inventario?,Inventario,Cantidad de bajo inventario,¿Permitir reservas de productos agotados?,¿Vendido individualmente?,Peso (kg),Longitud (cm),Ancho (cm),Altura (cm),¿Permitir valoraciones de clientes?,Nota de compra,Precio rebajado,Precio normal,Categorías,Etiquetas,Clase de envío,Imágenes,Límite de descargas,Días de caducidad de la descarga,Superior,Productos agrupados,Ventas dirigidas,Ventas cruzadas,URL externa,Texto del botón,Posición,Brands,Nombre del atributo 1,Valor(es) del atributo 1,Atributo visible 1,Atributo global 1,Nombre del atributo 2,Valor(es) del atributo 2,Atributo visible 2,Atributo global 2
28572,simple,BALA0010,,"Balasto Electrónico 4 Lamp T8 (17,31,32 W) 127v758-432-sc",1,0,visible,,"Bal Ele 4 Lamp T8 (17,31,32 W) 127v758-432-sc. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",,,taxable,,1,,,0,0,,,,,1,,,383.85,ILUMINACIÓN > Accesorios,,,https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/productos/BE-1X20.jpg,,,,,,,,,0,,,,,,,,,
28573,simple,BALA0027,,Balasto Magnético 2x75w T12 127v Phillips,1,0,visible,,"Bal Mag 2x75w T12 127v Phillips. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",,,taxable,,1,,,0,0,,,,,1,,,223.05,ILUMINACIÓN > Accesorios,,,https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/productos/BE-1X20.jpg,,,,,,,,,0,,,,,,,,,
28574,simple,BALA0032,,Balastro Aditivo Metalico - 1000w,1,0,visible,,"Balastro Aditivo Metalico 1000w. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",,,taxable,,1,,,0,0,,,,,1,,,0.0,ILUMINACIÓN > Accesorios,,,https://illuminer.com.mx/wp-content/uploads/2023/05/BE-1X20.jpg,,,,,,,,,0,,Medida,1000w,1,1,,,,
28575,simple,BALA0400,,Balastro Aditivo Metalico - 4000w,1,0,visible,,Balastro Aditivo Metalico 4000w. Solución de iluminación eficiente e innovadora. Ideal para crear el ambiente perfecto con excelente rendimiento y ahorro de energía.,,,taxable,,1,,,0,0,,,,,1,,,1225.71,ILUMINACION,,,https://dummyimage.com/600x600/cccccc/000000.png,,,,,,,,,0,,Medida,4000w,1,1,,,,
28576,simple,BALA0031,,Balastro Vapor de Sodio de 250w,1,0,visible,,"Balastro Vapor de Sodio de 250w. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",,,taxable,,1,,,0,0,,,,,1,,,1308.63,ILUMINACIÓN > Accesorios,,,https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/productos/BE-1X20.jpg,,,,,,,,,0,,,,,,,,,
28577,simple,10638732,,Banco de Capacitores 480v-40k Var,1,0,visible,,"Banco de Capacitores 480v-40k Var. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",,,taxable,,1,,,0,0,,,,,1,,,5303.63,MATERIAL ELÉCTRICO > Control y protección,,,https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/productos/SKU_10638732.jpg,,,,,,,,,0,,,,,,,,,
28578,simple,101734,,"Banda de 4"" X 9 M con Gancho Plano para Malacate, Truper",1,0,visible,,"Banda de 4"" X 9 M con Gancho Plano para Malacate, Truper. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",,,taxable,,1,,,0,0,,,,,1,,,357.76,FERRETERÍA > Ferretería general,,,"https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/productos/SKU_101734.jpg, https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/productos/MAL-B3P_EI1.jpg, https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/productos/MAL-B3P_EIND1.jpg, https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/productos/MAL-B3P_EM1.jpg, https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/productos/MAL-B3P_E1.jpg",,,,,,,,,0,,,,,,,,,
28579,simple,MG50432,,Bandeja Charofil 66/150 Ancho,1,0,visible,,"Bandeja Charofil 66/150 Ancho. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",,,taxable,,1,,,0,0,,,,,1,,,361.57,MATERIAL ELÉCTRICO > Canalización,,,https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/productos/SKU_MG50432.png,,,,,,,,,0,,,,,,,,,
28580,simple,137620,,Barbiquejo con Barbilla,1,0,visible,,"Barbiquejo con Barbilla. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",,,taxable,,1,,,0,0,,,,,1,,,21.55,FERRETERÍA > Seguridad,,,https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/productos/SKU_137620.png,,,,,,,,,0,,,,,,,,,
28581,simple,SURT0017,,Barra de 6 Constactos con Supresor 15amp,1,0,visible,,"Barra de 6 Constactos con Supresor 15amp. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",,,taxable,,1,,,0,0,,,,,1,,,159.48,MATERIAL ELÉCTRICO > Accesorios eléctricos,,,https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/productos/SKU_SURT0017.jpg,,,,,,,,,0,,,,,,,,,
28582,simple,SURT0015,,Barra de 6 Ctos. con Supresor,1,0,visible,,"Barra de 6 Ctos. con Supresor. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",,,taxable,,1,,,0,0,,,,,1,,,294.67,MATERIAL ELÉCTRICO > Accesorios eléctricos,,,https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/productos/SKU_SURT0015.jpg,,,,,,,,,0,,,,,,,,,
28583,simple,PROF0002,,"Barreta Hexagonal de 1""x1.75m",1,0,visible,,"Barreta Hexagonal de 1""x1.75m. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",,,taxable,,1,,,0,0,,,,,1,,,837.0,FERRETERÍA > Manuales,,,https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/productos/SKU_PROF0002.jpg,,,,,,,,,0,,,,,,,,,
28584,simple,102672,,"Barreta de Ua de 7/8"" X 105 Cm, Truper Expert",1,0,visible,,"Barreta de U±a de 7/8"" X 105 Cm, Truper Expert. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",,,taxable,,1,,,0,0,,,,,1,,,280.17,FERRETERÍA > Manuales,,,"https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/productos/BU-105X.jpg, https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/productos/BU-105X_FC1.jpg, https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/productos/BU-105X_FC2.jpg",,,,,,,,,0,,,,,,,,,
28585,simple,BASE0001,,Base Piramidal Concreto 40x80x100 Cm,1,0,visible,,"Base Piramidal Concreto 40x80x100 Cm. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",,,taxable,,1,,,0,0,,,,,1,,,4177.5,FERRETERÍA > Ferretería general,,,https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/productos/SKU_BASE0001.png,,,,,,,,,0,,,,,,,,,
28586,simple,SURT0018,,Base Portalampara para tubo T8 2 Pin G13,1,0,visible,,"Base Portalampara P/tubo T8 2 Pin G13. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",,,taxable,,1,,,0,0,,,,,1,,,18.86,ILUMINACIÓN > Interior,,,https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/2026/04/000000.png,,,,,,,,,0,,,,,,,,,
28587,simple,SURT0020,,Base Portalampara T5 Clip,1,0,visible,,"Base Portalampara T5 Clip. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",,,taxable,,1,,,0,0,,,,,1,,,7.46,ILUMINACIÓN > Interior,,,https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/productos/SKU_SURT0020.jpg,,,,,,,,,0,,,,,,,,,
28588,simple,SURT0019,,Base Portalampara T5 Redorndo,1,0,visible,,"Base Portalampara T5 Redorndo. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",,,taxable,,1,,,0,0,,,,,1,,,7.46,ILUMINACIÓN > Interior,,,https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/productos/SKU_SURT0019.jpg,,,,,,,,,0,,,,,,,,,
28589,simple,SURT0021,,Base Portalampara T5 con Cable,1,0,visible,,"Base Portalampara T5 con Cable. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",,,taxable,,1,,,0,0,,,,,1,,,7.46,ILUMINACIÓN > Interior,,,https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/productos/SKU_SURT0021.jpg,,,,,,,,,0,,,,,,,,,
28590,simple,MILB0001,,Base de Medicion 5x100 Milbank,1,0,visible,,"Base de Medicion 5x100 Milbank. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",,,taxable,,1,,,0,0,,,,,1,,,1668.0,FERRETERÍA > Medición y trazo,,,https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/productos/SKU_MILB0001.jpg,,,,,,,,,0,,,,,,,,,
28591,simple,MILB0002,,Base de Medicion 5x200 Milbank,1,0,visible,,"Base de Medicion 5x200 Milbank. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",,,taxable,,1,,,0,0,,,,,1,,,1236.46,FERRETERÍA > Medición y trazo,,,https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/productos/SKU_MILB0002.jpg,,,,,,,,,0,,,,,,,,,
28592,simple,MILB0003,,Base de Medicion 7x100 Milbank,1,0,visible,,"Base de Medicion 7x100 Milbank. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",,,taxable,,1,,,0,0,,,,,1,,,2847.55,FERRETERÍA > Medición y trazo,,,https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/productos/SKU_MILB0003.jpg,,,,,,,,,0,,,,,,,,,
28593,simple,BACI0002,,"Base para Cincho 1 1/4"" X 1 1/4",1,0,visible,,"Base para Cincho 1 1/4"" X 1 1/4. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",,,taxable,,1,,,0,0,,,,,1,,,3.34,MATERIAL ELÉCTRICO > Canalización,,,https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/productos/SKU_BACI0002.jpg,,,,,,,,,0,,,,,,,,,
28594,simple,BACI0001,,"Base para Cincho 3/4"" X 3/4",1,0,visible,,"Base para Cincho 3/4"" X 3/4. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",,,taxable,,1,,,0,0,,,,,1,,,2.36,MATERIAL ELÉCTRICO > Canalización,,,https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/productos/SKU_BACI0001.jpg,,,,,,,,,0,,,,,,,,,
28595,simple,SURT0004,,Base para Lampara T8 2pin V con Cable,1,0,visible,,"Base para Lampara T8 2pin V con Cable. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",,,taxable,,1,,,0,0,,,,,1,,,21.0,ILUMINACIÓN > Interior,,,https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/productos/SKU_SURT0004.jpg,,,,,,,,,0,,,,,,,,,
28596,simple,BAMA0001,,Base para Mastil - 3/4 pulg,1,0,visible,,"Base para Mastil 3/4. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",,,taxable,,1,,,0,0,,,,,1,,,35.02,MATERIAL ELÉCTRICO > Canalización,,,https://dummyimage.com/600x600/cccccc/000000.png,,,,,,,,,0,,Medida,3/4 pulg,1,1,,,,
28597,simple,BAMA0003,,Base para Mastil - 1 1/4 pulg,1,0,visible,,"Base para Mastil 1 1/4. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",,,taxable,,1,,,0,0,,,,,1,,,38.31,MATERIAL ELÉCTRICO > Canalización,,,https://dummyimage.com/600x600/cccccc/000000.png,,,,,,,,,0,,Medida,1 1/4 pulg,1,1,,,,
28598,simple,BAMA0004,,Base para Mastil - 1 1/2 pulg,1,0,visible,,"Base para Mastil 1 1/2. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",,,taxable,,1,,,0,0,,,,,1,,,39.73,MATERIAL ELÉCTRICO > Canalización,,,https://dummyimage.com/600x600/cccccc/000000.png,,,,,,,,,0,,Medida,1 1/2 pulg,1,1,,,,
28599,simple,BAMA0006,,Base para Mastil - 2 1/2 pulg,1,0,visible,,"Base para Mastil 2 1/2. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",,,taxable,,1,,,0,0,,,,,1,,,0.0,MATERIAL ELÉCTRICO > Canalización,,,https://dummyimage.com/600x600/cccccc/000000.png,,,,,,,,,0,,Medida,2 1/2 pulg,1,1,,,,
28600,simple,BAMA0002,,Base para Mastil 1,1,0,visible,,"Base para Mastil 1. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",,,taxable,,1,,,0,0,,,,,1,,,36.12,MATERIAL ELÉCTRICO > Canalización,,,https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/productos/SKU_BAMA0002.jpg,,,,,,,,,0,,,,,,,,,
28601,simple,BAMA0005,,Base para Mastil 2,1,0,visible,,"Base para Mastil 2. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",,,taxable,,1,,,0,0,,,,,1,,,40.25,MATERIAL ELÉCTRICO > Canalización,,,https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/productos/SKU_BAMA0005.png,,,,,,,,,0,,,,,,,,,
28602,simple,46025,,"Base para Watthormetro, 4 Terminales, Volteck",1,0,visible,,"Base para Watthor­metro, 4 Terminales, Volteck. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",,,taxable,,1,,,0,0,,,,,1,,,180.17,MATERIAL ELÉCTRICO > Control y protección,,,"https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/productos/SKU_46025.jpg, https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/productos/BASE-4_D1.jpg, https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/productos/BASE-4_EI1.jpg, https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/productos/BASE-4_EIND1.jpg, https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/productos/BASE-4_EM1.jpg, https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/productos/BASE-4_E1.jpg, https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/productos/BASE-4_FC1.jpg, https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/productos/BASE-4_FC2.jpg",,,,,,,,,0,,,,,,,,,
28603,simple,ESTE0007,,Base-light-cct 120cm 36w LED Cct,1,0,visible,,"Base-light-cct 120cm 36w Led Cct. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",,,taxable,,1,,,0,0,,,,,1,,,1573.95,ILUMINACIÓN > Interior,,,https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/productos/SKU_ESTE0007.jpg,,,,,,,,,0,,Marca,ESTEVEZ,1,1,,,,
28604,simple,46315INDIV,,Bateria Alcalina Aa Individual,1,0,visible,,"Bateria Alcalina Aa Individual. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",,,taxable,,1,,,0,0,,,,,1,,,13.36,MATERIAL ELÉCTRICO > Accesorios eléctricos,,,https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/productos/SKU_46315INDIV.jpg,,,,,,,,,0,,,,,,,,,
28605,simple,46316INDII,,Batrial Aaa,1,0,visible,,"Batrial Aaa. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",,,taxable,,1,,,0,0,,,,,1,,,11.5,MATERIAL ELÉCTRICO > Accesorios eléctricos,,,https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/productos/SKU_46316INDII.png,,,,,,,,,0,,,,,,,,,
28606,simple,2713,,"Bisagra Cuadrada 3"", Negro Mate, Cabeza Plana, Basic",1,0,visible,,"Bisagra Cuadrada 3"", Negro Mate, Cabeza Plana, Basic. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",,,taxable,,1,,,0,0,,,,,1,,,945.25,FERRETERÍA > Ferretería general,,,"https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/productos/SKU_2713.jpg, https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/productos/BC-306PP_EI1.jpg, https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/productos/BC-306PP_EM1.jpg, https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/productos/BC-306PP_E1.jpg, https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/productos/BC-306PP_FC1.jpg, https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/productos/BC-306PP_FC2.jpg",,,,,,,,,0,,,,,,,,,
28607,simple,10045237,,Bloque de Contacto Auxiliar,1,0,visible,,"Bloco Contacto Bfco. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",,,taxable,,1,,,0,0,,,,,1,,,0.0,MATERIAL ELÉCTRICO > Instalación,,,https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/productos/SKU_10045237.jpg,,,,,,,,,0,,,,,,,,,
28608,simple,10561730,,Bloque de Contacto Auxiliar 22,1,0,visible,,"Bloco Contacto Bfco-22. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",,,taxable,,1,,,0,0,,,,,1,,,0.0,MATERIAL ELÉCTRICO > Instalación,,,https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/productos/SKU_10561730.jpg,,,,,,,,,0,,,,,,,,,
28609,simple,BLOQ0001,,Bloque Repartidor 1 Entrada (3/0) 6 Salidas 1/0-8) Ud6c500al,1,0,visible,,"Bloque Repartidor 1 Entrada (3/0) 6 Salidas 1/0-8) Ud6c500al. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",,,taxable,,1,,,0,0,,,,,1,,,1744.5,MATERIAL ELÉCTRICO > Control y protección,,,https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/productos/SKU_BLOQ0001.jpg,,,,,,,,,0,,,,,,,,,
28610,simple,44084,,"Blíster con 2 Nudos (perros) de Hierro para cable de 1/4"", Fiero",1,0,visible,,"Bl­ster C/2 Nudos (perros) de Hierro P/cable de 1/4"", Fiero. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",,,taxable,,1,,,0,0,,,,,1,,,20.69,MATERIAL ELÉCTRICO > Cableado,,,https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/productos/SKU_44084.jpg,,,,,,,,,0,,,,,,,,,
28611,simple,46319,,"Blster con 1 Pila Alcalina 9v, Volteck",1,0,visible,,"Bl­ster con 1 Pila Alcalina 9v, Volteck. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",,,taxable,,1,,,0,0,,,,,1,,,43.1,MATERIAL ELÉCTRICO > Accesorios eléctricos,,,"https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/productos/SKU_46319.jpg, https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/productos/AL-9V_EI1.jpg, https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/productos/AL-9V_EIND1.jpg, https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/productos/AL-9V_EM1.jpg, https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/productos/AL-9V_E1.jpg",,,,,,,,,0,,,,,,,,,
28612,simple,47203,,"Blster con 1 Pila Recargable 9v Uso General, 250 Mah",1,0,visible,,"Bl­ster con 1 Pila Recargable 9v Uso General, 250 Mah. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",,,taxable,,1,,,0,0,,,,,1,,,171.55,MATERIAL ELÉCTRICO > Accesorios eléctricos,,,"https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/productos/RE-9V2.jpg, https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/productos/RE-9V2_EI1.jpg, https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/productos/RE-9V2_EIND1.jpg, https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/productos/RE-9V2_EM1.jpg, https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/productos/RE-9V2_E1.jpg",,,,,,,,,0,,,,,,,,,
28613,simple,40231,,"Blster con 130 Clavos Estndar 1"" con Cabeza, Fiero",1,0,visible,,"Bl­ster con 130 Clavos Est¡ndar 1"" con Cabeza, Fiero. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",,,taxable,,1,,,0,0,,,,,1,,,6.9,FERRETERÍA > Ferretería general,,,"https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/productos/SKU_40231.jpg, https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/productos/CLE-1A_D1.jpg, https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/productos/CLE-1A_FC1.jpg",,,,,,,,,0,,,,,,,,,
28614,simple,43425,,Blíster con 2 Candados de Latón de con Gancho Corto - 20mm,1,0,visible,,"Bl­ster con 2 Candados de Lat³n de 20mm con Gancho Corto. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",,,taxable,,1,,,0,0,,,,,1,,,87.93,FERRETERÍA > Manuales,,,"https://www.truper.com/media/import/imagenes/CL-20.jpg, https://www.truper.com/media/import/imagenes/CL-20+D1.jpg, https://www.truper.com/media/import/imagenes/CL-20+D2.jpg, https://www.truper.com/media/import/imagenes/CL-20+D3.jpg, https://www.truper.com/media/import/imagenes/CL-20+D4.jpg, https://www.truper.com/media/import/imagenes/CL-20+EI1.jpg, https://www.truper.com/media/import/imagenes/CL-20+EIND1.jpg, https://www.truper.com/media/import/imagenes/CL-20+EM1.jpg, https://www.truper.com/media/import/imagenes/CL-20+FC1.jpg",,,,,,,,,0,,Medida,20mm,1,1,,,,
28615,simple,43426,,Blíster con 2 Candados de Latón de con Gancho Corto - 25mm,1,0,visible,,"Bl­ster con 2 Candados de Lat³n de 25mm con Gancho Corto. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",,,taxable,,1,,,0,0,,,,,1,,,111.21,FERRETERÍA > Manuales,,,"https://www.truper.com/media/import/imagenes/CL-25.jpg, https://www.truper.com/media/import/imagenes/CL-25+D1.jpg, https://www.truper.com/media/import/imagenes/CL-25+D2.jpg, https://www.truper.com/media/import/imagenes/CL-25+D3.jpg, https://www.truper.com/media/import/imagenes/CL-25+D4.jpg, https://www.truper.com/media/import/imagenes/CL-25+EI1.jpg, https://www.truper.com/media/import/imagenes/CL-25+EIND1.jpg, https://www.truper.com/media/import/imagenes/CL-25+EM1.jpg, https://www.truper.com/media/import/imagenes/CL-25+FC1.jpg",,,,,,,,,0,,Medida,25mm,1,1,,,,
28616,simple,43444,,Blster con 2 Candados de Latn de 40mm con Gancho Largo,1,0,visible,,"Bl­ster con 2 Candados de Lat³n de 40mm con Gancho Largo. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",,,taxable,,1,,,0,0,,,,,1,,,245.69,FERRETERÍA > Manuales,,,"https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/productos/SKU_43444.jpg, https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/productos/CL-40LX2_D1.jpg, https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/productos/CL-40LX2_D2.jpg, https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/productos/CL-40LX2_D3.jpg, https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/productos/CL-40LX2_D4.jpg, https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/productos/CL-40LX2_EI1.jpg, https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/productos/CL-40LX2_EIND1.jpg, https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/productos/CL-40LX2_EM1.jpg, https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/productos/CL-40LX2_FC1.jpg",,,,,,,,,0,,,,,,,,,
28617,simple,12861,,Blster con 2 Cuchillas para Cortador de Tubo Cot-30e,1,0,visible,,"Bl­ster con 2 Cuchillas para Cortador de Tubo Cot-30e. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",,,taxable,,1,,,0,0,,,,,1,,,53.45,FERRETERÍA > Manuales,,,https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/productos/SKU_12861.jpg,,,,,,,,,0,,,,,,,,,
28618,simple,46318,,"Blster con 2 Pilas Alcalinas D, Volteck",1,0,visible,,"Bl­ster con 2 Pilas Alcalinas D, Volteck. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",,,taxable,,1,,,0,0,,,,,1,,,53.45,MATERIAL ELÉCTRICO > Accesorios eléctricos,,,"https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/productos/SKU_46318.png, https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/productos/AL-D_EI1.jpg, https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/productos/AL-D_EIND1.jpg, https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/productos/AL-D_EM1.jpg, https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/productos/AL-D_E1.jpg",,,,,,,,,0,,,,,,,,,
28619,simple,40223,,"Blster con 20 Clavos Negros para Concreto 1-1/2"", Fiero",1,0,visible,,"Bl­ster con 20 Clavos Negros para Concreto 1-1/2"", Fiero. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",,,taxable,,1,,,0,0,,,,,1,,,9.05,FERRETERÍA > Ferretería general,,,https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/productos/SKU_40223.jpg,,,,,,,,,0,,,,,,,,,
28620,simple,40221,,"Blster con 20 Clavos Negros para Concreto 2"", Fiero",1,0,visible,,"Bl­ster con 20 Clavos Negros para Concreto 2"", Fiero. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",,,taxable,,1,,,0,0,,,,,1,,,9.05,FERRETERÍA > Ferretería general,,,"https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/productos/SKU_40221.jpg, https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/productos/CLC-2NA_D1.jpg, https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/productos/CLC-2NA_FC1.jpg",,,,,,,,,0,,,,,,,,,
