SKU,Type,Name,Description,Categories,Images,Regular price,Parent,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Attribute 2 name,Attribute 2 value(s),Attribute 2 visible,Attribute 2 global,Attribute 3 name,Attribute 3 value(s),Attribute 3 visible,Attribute 3 global
11703,variation,"Broca para Vidrio y Azulejo de , Truper - 5/16 pulg","Broca para Vidrio y Azulejo de 5/16"", Truper. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",FERRETERÍA > Accesorios,https://www.truper.com/media/import/imagenes/BVI-5-16.jpg,62.07,id:11701-BASE,Medida,5/16 pulg,1.0,1.0,Marca,,1.0,1.0,,,,
11704,variation,"Broca para Vidrio y Azulejo de , Truper - 3/8 pulg","Broca para Vidrio y Azulejo de 3/8"", Truper. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",FERRETERÍA > Accesorios,https://www.truper.com/media/import/imagenes/BVI-3-8.jpg,71.55,id:11701-BASE,Medida,3/8 pulg,1.0,1.0,Marca,,1.0,1.0,,,,
14729,simple,"Brocasierra Bimetã¡lica 4-1/2"", Truper Expert","Brocasierra Bimetã¡lica 4-1/2"", Truper Expert. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",FERRETERÍA > Accesorios,https://www.truper.com/media/import/imagenes/COBI-4-1-2.jpg,383.62,,,,,,,,,,,,,
14480,simple,"Brocha Profesional de 1/2"" con Mango de Plã¡stico, Truper","Brocha Profesional de 1/2"" con Mango de Plã¡stico, Truper. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",FERRETERÍA > Albañilería,https://www.truper.com/media/import/imagenes/BRT-1-2.jpg,8.19,,,,,,,,,,,,,
14481,simple,"Brocha Profesional de 1"" con Mango de Plã¡stico, Truper","Brocha Profesional de 1"" con Mango de Plã¡stico, Truper. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",FERRETERÍA > Albañilería,,11.64,,,,,,,,,,,,,
14482,simple,"Brocha Profesional de 1-1/2"" con Mango de Plã¡stico, Truper","Brocha Profesional de 1-1/2"" con Mango de Plã¡stico, Truper. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",FERRETERÍA > Albañilería,https://www.truper.com/media/import/imagenes/BRT-1-1-2.jpg,15.09,,,,,,,,,,,,,
14483,simple,"Brocha Profesional de 2"" con Mango de Plã¡stico, Truper","Brocha Profesional de 2"" con Mango de Plã¡stico, Truper. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",FERRETERÍA > Albañilería,,18.97,,,,,,,,,,,,,
14484,simple,"Brocha Profesional de 2-1/2"" con Mango de Plã¡stico, Truper","Brocha Profesional de 2-1/2"" con Mango de Plã¡stico, Truper. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",FERRETERÍA > Albañilería,https://www.truper.com/media/import/imagenes/BRT-2-1-2.jpg,23.28,,,,,,,,,,,,,
17864,simple,"Brocha Profesional de 3"" Mango de Plã¡stico, Truper Expert","Brocha Profesional de 3"" Mango de Plã¡stico, Truper Expert. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",FERRETERÍA > Albañilería,,36.21,,,,,,,,,,,,,
14485,simple,"Brocha Profesional de 3"" con Mango de Plã¡stico, Truper","Brocha Profesional de 3"" con Mango de Plã¡stico, Truper. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",FERRETERÍA > Albañilería,,31.03,,,,,,,,,,,,,
14486,simple,"Brocha Profesional de 4"" con Mango de Plã¡stico, Truper","Brocha Profesional de 4"" con Mango de Plã¡stico, Truper. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",FERRETERÍA > Albañilería,,48.28,,,,,,,,,,,,,
14487,simple,"Brocha Profesional de 5"" con Mango de Plã¡stico, Truper","Brocha Profesional de 5"" con Mango de Plã¡stico, Truper. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",FERRETERÍA > Albañilería,,66.38,,,,,,,,,,,,,
14488,simple,"Brocha Profesional de 6"" con Mango de Plã¡stico, Truper","Brocha Profesional de 6"" con Mango de Plã¡stico, Truper. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",FERRETERÍA > Albañilería,,79.31,,,,,,,,,,,,,
PROF0051,simple,Brocha Super 1,"Brocha Super 1. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",FERRETERÍA > Albañilería,,12.86,,,,,,,,,,,,,
QOP0201,simple,Cable 4 Pz Pq10-soporte para Panel 60x60,"Cable 4 Pz Pq10-soporte para Panel 60x60. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",MATERIAL ELÉCTRICO > Control y protección,,89.25,,,,,,,,,,,,,
MLED15050S,simple,Cable Alim. con Clavija para Manguyera Led 5050smd,"Cable Alim. con Clavija para Manguyera Led 5050smd. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",MATERIAL ELÉCTRICO > Accesorios eléctricos,,277.5,,,,,,,,,,,,,
CAAL0007,simple,Cable Aluminio Forrado 600 V Cal 1/0,"Cable Aluminio Forrado 600 V Cal 1/0. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",MATERIAL ELÉCTRICO > Cableado,,58.13,,,,,,,,,,,,,
CAAL0008,simple,Cable Aluminio Forrado 600 V Cal 2/0,"Cable Aluminio Forrado 600 V Cal 2/0. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",MATERIAL ELÉCTRICO > Cableado,,60.68,,,,,,,,,,,,,
CAAL0009,simple,Cable Aluminio Forrado 600 V Cal 3/0,"Cable Aluminio Forrado 600 V Cal 3/0. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",MATERIAL ELÉCTRICO > Cableado,,79.98,,,,,,,,,,,,,
CAAL0012,simple,Cable Aluminio Forrado 600 V Cal 300,"Cable Aluminio Forrado 600 V Cal 300. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",MATERIAL ELÉCTRICO > Cableado,,153.77,,,,,,,,,,,,,
CAAL0013,simple,Cable Aluminio Forrado 600 V Cal 350,"Cable Aluminio Forrado 600 V Cal 350. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",MATERIAL ELÉCTRICO > Cableado,,147.39,,,,,,,,,,,,,
CAAL0005,simple,Cable Aluminio Forrado 600 V Cal 4,"Cable Aluminio Forrado 600 V Cal 4. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",MATERIAL ELÉCTRICO > Cableado,,27.68,,,,,,,,,,,,,
CAAL0010,simple,Cable Aluminio Forrado 600 V Cal 4/0,"Cable Aluminio Forrado 600 V Cal 4/0. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",MATERIAL ELÉCTRICO > Cableado,,99.06,,,,,,,,,,,,,
CAAL0004,simple,Cable Aluminio Forrado 600 V Cal 6,"Cable Aluminio Forrado 600 V Cal 6. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",MATERIAL ELÉCTRICO > Cableado,,20.55,,,,,,,,,,,,,
CACU0001-BASE,variable,Cable Cobre Desnudo Cal,"Cable Cobre Desnudo Cal 1/0. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",MATERIAL ELÉCTRICO > Cableado,,,,Medida,"1/0 pulg, 3/0 pulg",1.0,1.0,Marca,,1.0,1.0,,,,
CACU0001,variation,Cable Cobre Desnudo Cal - 1/0 pulg,"Cable Cobre Desnudo Cal 1/0. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",MATERIAL ELÉCTRICO > Cableado,,226.53,id:CACU0001-BASE,Medida,1/0 pulg,1.0,1.0,Marca,,1.0,1.0,,,,
CACU0005,variation,Cable Cobre Desnudo Cal - 3/0 pulg,"Cable Cobre Desnudo Cal 3/0. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",MATERIAL ELÉCTRICO > Cableado,,313.62,id:CACU0001-BASE,Medida,3/0 pulg,1.0,1.0,Marca,,1.0,1.0,,,,
CACU0006,simple,Cable Cobre Desnudo Cal 12,"Cable Cobre Desnudo Cal 12. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",MATERIAL ELÉCTRICO > Cableado,,12.21,,,,,,,,,,,,,
CMEX0053,simple,Cable Condumex Thw-ls Cal 3/0 Negro,"Cable Condumex Thw-ls Cal 3/0 Negro. Componente eléctrico seguro y altamente confiable. Cumple con estrictas normas técnicas, ideal para instalaciones residenciales y comerciales.",MATERIAL ELECTRICO,,462,,,,,,,,,,,,,
CMEX009-BASE,variable,Cable Condumex Thw-ls Cal 10,"Cable Condumex Thw-ls Cal 10 Negro. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",MATERIAL ELÉCTRICO > Cableado,,,,Color,"Negro, Blanco, Rojo, Verde",1.0,1.0,Marca,,1.0,1.0,,,,
CMEX009,variation,Cable Condumex Thw-ls Cal 10 - Negro,"Cable Condumex Thw-ls Cal 10 Negro. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",MATERIAL ELÉCTRICO > Cableado,,24.72,id:CMEX009-BASE,Color,Negro,1.0,1.0,Marca,,1.0,1.0,,,,
CMEX010,variation,Cable Condumex Thw-ls Cal 10 - Blanco,"Cable Condumex Thw-ls Cal 10 Blanco. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",MATERIAL ELÉCTRICO > Cableado,,24.72,id:CMEX009-BASE,Color,Blanco,1.0,1.0,Marca,,1.0,1.0,,,,
CMEX011,variation,Cable Condumex Thw-ls Cal 10 - Rojo,"Cable Condumex Thw-ls Cal 10 Rojo. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",MATERIAL ELÉCTRICO > Cableado,,24.72,id:CMEX009-BASE,Color,Rojo,1.0,1.0,Marca,,1.0,1.0,,,,
CMEX012,variation,Cable Condumex Thw-ls Cal 10 - Verde,"Cable Condumex Thw-ls Cal 10 Verde. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",MATERIAL ELÉCTRICO > Cableado,,24.72,id:CMEX009-BASE,Color,Verde,1.0,1.0,Marca,,1.0,1.0,,,,
CMEX001-BASE,variable,Cable Condumex Thw-ls Cal 14,"Cable Condumex Thw-ls Cal 14 Blanco. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",MATERIAL ELÉCTRICO > Cableado,,,,Color,"Blanco, Rojo, Verde",1.0,1.0,Marca,,1.0,1.0,,,,
CMEX001,variation,Cable Condumex Thw-ls Cal 14 - Blanco,"Cable Condumex Thw-ls Cal 14 Blanco. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",MATERIAL ELÉCTRICO > Cableado,,10.92,id:CMEX001-BASE,Color,Blanco,1.0,1.0,Marca,,1.0,1.0,,,,
CMEX002,variation,Cable Condumex Thw-ls Cal 14 - Rojo,"Cable Condumex Thw-ls Cal 14 Rojo. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",MATERIAL ELÉCTRICO > Cableado,,10.92,id:CMEX001-BASE,Color,Rojo,1.0,1.0,Marca,,1.0,1.0,,,,
CMEX003,variation,Cable Condumex Thw-ls Cal 14 - Verde,"Cable Condumex Thw-ls Cal 14 Verde. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",MATERIAL ELÉCTRICO > Cableado,,10.92,id:CMEX001-BASE,Color,Verde,1.0,1.0,Marca,,1.0,1.0,,,,
CMEX004,simple,Cable Condumex Thw-ls Cal 16 Negro,"Cable Condumex Thw-ls Cal 16 Negro. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",MATERIAL ELÉCTRICO > Cableado,,7.43,,,,,,,,,,,,,
CMEX0018,simple,Cable Condumex Thw-ls Cal 2 Verde,"Cable Condumex Thw-ls Cal 2 Verde. Componente eléctrico seguro y altamente confiable. Cumple con estrictas normas técnicas, ideal para instalaciones residenciales y comerciales.",MATERIAL ELECTRICO,,201.5,,,,,,,,,,,,,
CMEX013-BASE,variable,Cable Condumex Thw-ls Cal 8,"Cable Condumex Thw-ls Cal 8 Negro. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",MATERIAL ELÉCTRICO > Cableado,,,,Color,"Negro, Rojo",1.0,1.0,Marca,,1.0,1.0,,,,
CMEX013,variation,Cable Condumex Thw-ls Cal 8 - Negro,"Cable Condumex Thw-ls Cal 8 Negro. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",MATERIAL ELÉCTRICO > Cableado,,39.68,id:CMEX013-BASE,Color,Negro,1.0,1.0,Marca,,1.0,1.0,,,,
CMEX015,variation,Cable Condumex Thw-ls Cal 8 - Rojo,"Cable Condumex Thw-ls Cal 8 Rojo. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",MATERIAL ELÉCTRICO > Cableado,,39.68,id:CMEX013-BASE,Color,Rojo,1.0,1.0,Marca,,1.0,1.0,,,,
CACO0009,simple,Cable Control /inst 3x12 600v,"Cable Control /inst 3x12 600v. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",MATERIAL ELÉCTRICO > Cableado,,75.98,,,,,,,,,,,,,
CACO0012,simple,Cable Control /inst 4x10 600v,"Cable Control /inst 4x10 600v. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",MATERIAL ELÉCTRICO > Cableado,,152.36,,,,,,,,,,,,,
CACO0013,simple,Cable Control /inst 4x12 600v,"Cable Control /inst 4x12 600v. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",MATERIAL ELÉCTRICO > Cableado,,99.72,,,,,,,,,,,,,
CACO0025,simple,Cable Control /inst 5x14 600v,"Cable Control /inst 5x14 600v. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",MATERIAL ELÉCTRICO > Cableado,,103.79,,,,,,,,,,,,,
CACU0004,simple,Cable Desnudo Cal. 4/0,"Cable Desnudo Cal. 4/0. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",MATERIAL ELÉCTRICO > Cableado,,397.34,,,,,,,,,,,,,
CACU0003,simple,Cable Desnudo Calibre 10,"Cable Desnudo Calibre 10. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",MATERIAL ELÉCTRICO > Cableado,,34.5,,,,,,,,,,,,,
CAFO0008,simple,Cable Fotovoltaico Cal 10 1800vcd Negro,"Cable Fotovoltaico Cal 10 1800vcd Negro. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",MATERIAL ELÉCTRICO > Cableado,,33.24,,,,,,,,,,,,,
CNEUU008,simple,Cable Neutranel Al Aereo (1+1) Cal 6,"Cable Neutranel Al Aereo (1+1) Cal 6. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",MATERIAL ELÉCTRICO > Cableado,,23.53,,,,,,,,,,,,,
CNEU0006,simple,Cable Neutranel Al Aereo (2+1) Cal 2,"Cable Neutranel Al Aereo (2+1) Cal 2. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",MATERIAL ELÉCTRICO > Cableado,,67.95,,,,,,,,,,,,,
CNEU0002,simple,Cable Neutranel Al Aereo (2+1) Cal 6,"Cable Neutranel Al Aereo (2+1) Cal 6. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",MATERIAL ELÉCTRICO > Cableado,,23.71,,,,,,,,,,,,,
CNEU0016,simple,Cable Neutranel Al Aereo (3+1) Cal 2,"Cable Neutranel Al Aereo (3+1) Cal 2. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",MATERIAL ELÉCTRICO > Cableado,,94.17,,,,,,,,,,,,,
CCON0025,simple,Cable Thw Cal 4/0 Negro,"Cable Thw Cal 4/0 Negro. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",MATERIAL ELÉCTRICO > Cableado,,403.08,,,,,,,,,,,,,
CCON0013-BASE,variable,Cable Thw-ls Cal 10,"Cable Thw-ls Cal 10 Negro. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",MATERIAL ELÉCTRICO > Cableado,,,,Color,"Negro, Blanco, Rojo, Verde",1.0,1.0,Marca,,1.0,1.0,,,,
CCON0013,variation,Cable Thw-ls Cal 10 - Negro,"Cable Thw-ls Cal 10 Negro. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",MATERIAL ELÉCTRICO > Cableado,,27.81,id:CCON0013-BASE,Color,Negro,1.0,1.0,Marca,,1.0,1.0,,,,
CCON0014,variation,Cable Thw-ls Cal 10 - Blanco,"Cable Thw-ls Cal 10 Blanco. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",MATERIAL ELÉCTRICO > Cableado,,27.81,id:CCON0013-BASE,Color,Blanco,1.0,1.0,Marca,,1.0,1.0,,,,
CCON0015,variation,Cable Thw-ls Cal 10 - Rojo,"Cable Thw-ls Cal 10 Rojo. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",MATERIAL ELÉCTRICO > Cableado,,27.81,id:CCON0013-BASE,Color,Rojo,1.0,1.0,Marca,,1.0,1.0,,,,
CCON0016,variation,Cable Thw-ls Cal 10 - Verde,"Cable Thw-ls Cal 10 Verde. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",MATERIAL ELÉCTRICO > Cableado,,27.81,id:CCON0013-BASE,Color,Verde,1.0,1.0,Marca,,1.0,1.0,,,,
CCON0009-BASE,variable,Cable Thw-ls Cal 12,"Cable Thw-ls Cal 12 Negro. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",MATERIAL ELÉCTRICO > Cableado,,,,Color,"Negro, Blanco, Rojo, Verde",1.0,1.0,Marca,,1.0,1.0,,,,
CCON0009,variation,Cable Thw-ls Cal 12 - Negro,"Cable Thw-ls Cal 12 Negro. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",MATERIAL ELÉCTRICO > Cableado,,17.55,id:CCON0009-BASE,Color,Negro,1.0,1.0,Marca,,1.0,1.0,,,,
CCON0010,variation,Cable Thw-ls Cal 12 - Blanco,"Cable Thw-ls Cal 12 Blanco. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",MATERIAL ELÉCTRICO > Cableado,,17.55,id:CCON0009-BASE,Color,Blanco,1.0,1.0,Marca,,1.0,1.0,,,,
CCON0011,variation,Cable Thw-ls Cal 12 - Rojo,"Cable Thw-ls Cal 12 Rojo. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",MATERIAL ELÉCTRICO > Cableado,,17.55,id:CCON0009-BASE,Color,Rojo,1.0,1.0,Marca,,1.0,1.0,,,,
CCON0012,variation,Cable Thw-ls Cal 12 - Verde,"Cable Thw-ls Cal 12 Verde. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",MATERIAL ELÉCTRICO > Cableado,,17.55,id:CCON0009-BASE,Color,Verde,1.0,1.0,Marca,,1.0,1.0,,,,
CCON0005-BASE,variable,Cable Thw-ls Cal 14,"Cable Thw-ls Cal 14 Negro. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",MATERIAL ELÉCTRICO > Cableado,,,,Color,"Negro, Blanco, Rojo, Verde",1.0,1.0,Marca,,1.0,1.0,,,,
CCON0005,variation,Cable Thw-ls Cal 14 - Negro,"Cable Thw-ls Cal 14 Negro. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",MATERIAL ELÉCTRICO > Cableado,,10.22,id:CCON0005-BASE,Color,Negro,1.0,1.0,Marca,,1.0,1.0,,,,
CCON0006,variation,Cable Thw-ls Cal 14 - Blanco,"Cable Thw-ls Cal 14 Blanco. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",MATERIAL ELÉCTRICO > Cableado,,10.22,id:CCON0005-BASE,Color,Blanco,1.0,1.0,Marca,,1.0,1.0,,,,
CCON0007,variation,Cable Thw-ls Cal 14 - Rojo,"Cable Thw-ls Cal 14 Rojo. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",MATERIAL ELÉCTRICO > Cableado,,10.22,id:CCON0005-BASE,Color,Rojo,1.0,1.0,Marca,,1.0,1.0,,,,
CCON0008,variation,Cable Thw-ls Cal 14 - Verde,"Cable Thw-ls Cal 14 Verde. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",MATERIAL ELÉCTRICO > Cableado,,10.22,id:CCON0005-BASE,Color,Verde,1.0,1.0,Marca,,1.0,1.0,,,,
CCON0026,simple,Cable Thw-ls Cal 2 Negro,"Cable Thw-ls Cal 2 Negro. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",MATERIAL ELÉCTRICO > Cableado,,163.58,,,,,,,,,,,,,
CMEX045,simple,Cable Thw-ls Cal 250 Negro,"Cable Thw-ls Cal 250 Negro. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",MATERIAL ELÉCTRICO > Cableado,,515.04,,,,,,,,,,,,,
CCON0024,simple,Cable Thw-ls Cal 4 Negro,"Cable Thw-ls Cal 4 Negro. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",MATERIAL ELÉCTRICO > Cableado,,95.75,,,,,,,,,,,,,
CMEX048,simple,Cable Thw-ls Cal 400 Negro,"Cable Thw-ls Cal 400 Negro. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",MATERIAL ELÉCTRICO > Cableado,,794.71,,,,,,,,,,,,,
CCON0021-BASE,variable,Cable Thw-ls Cal 6,"Cable Thw-ls Cal 6 Negro. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",MATERIAL ELÉCTRICO > Cableado,,,,Color,"Negro, Verde, Blanco",1.0,1.0,Marca,,1.0,1.0,,,,
CCON0021,variation,Cable Thw-ls Cal 6 - Negro,"Cable Thw-ls Cal 6 Negro. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",MATERIAL ELÉCTRICO > Cableado,,73.1,id:CCON0021-BASE,Color,Negro,1.0,1.0,Marca,,1.0,1.0,,,,
CCON0022,variation,Cable Thw-ls Cal 6 - Verde,"Cable Thw-ls Cal 6 Verde. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",MATERIAL ELÉCTRICO > Cableado,,71.64,id:CCON0021-BASE,Color,Verde,1.0,1.0,Marca,,1.0,1.0,,,,
CCON0023,variation,Cable Thw-ls Cal 6 - Blanco,"Cable Thw-ls Cal 6 Blanco. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",MATERIAL ELÉCTRICO > Cableado,,71.64,id:CCON0021-BASE,Color,Blanco,1.0,1.0,Marca,,1.0,1.0,,,,
CMEX050,simple,Cable Thw-ls Cal 1/0 Negro 600v90,"Cable Thw-ls Cal 1/0 Negro 600v90. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",MATERIAL ELÉCTRICO > Cableado,,320.37,,,,,,,,,,,,,
CCON0017-BASE,variable,Cable Thw-ls Cal 8,"Cable Thw-ls Cal 8 Negro. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",MATERIAL ELÉCTRICO > Cableado,,,,Color,"Negro, Blanco, Rojo, Verde",1.0,1.0,Marca,,1.0,1.0,,,,
CCON0017,variation,Cable Thw-ls Cal 8 - Negro,"Cable Thw-ls Cal 8 Negro. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",MATERIAL ELÉCTRICO > Cableado,,36.68,id:CCON0017-BASE,Color,Negro,1.0,1.0,Marca,,1.0,1.0,,,,
CCON0018,variation,Cable Thw-ls Cal 8 - Blanco,"Cable Thw-ls Cal 8 Blanco. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",MATERIAL ELÉCTRICO > Cableado,,36.68,id:CCON0017-BASE,Color,Blanco,1.0,1.0,Marca,,1.0,1.0,,,,
CCON0019,variation,Cable Thw-ls Cal 8 - Rojo,"Cable Thw-ls Cal 8 Rojo. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",MATERIAL ELÉCTRICO > Cableado,,36.68,id:CCON0017-BASE,Color,Rojo,1.0,1.0,Marca,,1.0,1.0,,,,
CCON0020,variation,Cable Thw-ls Cal 8 - Verde,"Cable Thw-ls Cal 8 Verde. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",MATERIAL ELÉCTRICO > Cableado,,37.23,id:CCON0017-BASE,Color,Verde,1.0,1.0,Marca,,1.0,1.0,,,,
CCUR0004,simple,Cable Uso Rudo 2x10,"Cable Uso Rudo 2x10. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",MATERIAL ELÉCTRICO > Cableado,"https://m.media-amazon.com/images/I/71ZObMyL8OL._AC_UF894,1000_QL80_.jpg",58.67,,,,,,,,,,,,,
CCUR0018,simple,Cable Uso Rudo 2x12,"Cable Uso Rudo 2x12. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",MATERIAL ELÉCTRICO > Cableado,"https://m.media-amazon.com/images/I/71ZObMyL8OL._AC_UF894,1000_QL80_.jpg",29.4,,,,,,,,,,,,,
CCUR0017,simple,Cable Uso Rudo 2x14,"Cable Uso Rudo 2x14. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",MATERIAL ELÉCTRICO > Cableado,"https://m.media-amazon.com/images/I/71ZObMyL8OL._AC_UF894,1000_QL80_.jpg",24.54,,,,,,,,,,,,,
CCUR0023,simple,Cable Uso Rudo 3x10,"Cable Uso Rudo 3x10. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",MATERIAL ELÉCTRICO > Cableado,"https://m.media-amazon.com/images/I/71ZObMyL8OL._AC_UF894,1000_QL80_.jpg",93.9,,,,,,,,,,,,,
CCUR0022,simple,Cable Uso Rudo 3x12,"Cable Uso Rudo 3x12. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",MATERIAL ELÉCTRICO > Cableado,"https://m.media-amazon.com/images/I/71ZObMyL8OL._AC_UF894,1000_QL80_.jpg",57.42,,,,,,,,,,,,,
